region,sector,CO2 shares,CO2 shares without russia,CO2 shares without china,CO2 shares without india,Sectoral CO2 share,Embodied CO2,Embodied value added
BIH,Finacial Intermediation and Business Activities,3.5239125609760844e-06,3.5239125609760844e-06,1.0238477484634533e-05,3.5239125609760844e-06,0.09013604329339234,49.44461328322416,82260.76705480537
BIH,Public Administration,8.466884756172891e-08,8.466884756172891e-08,2.438623366764213e-07,8.466884756172891e-08,0.003410508599641427,1.188002923564696,1730.6353048192448
BIH,"Education, Health and Other Services",6.424506715587533e-07,6.424506715587533e-07,1.8653141087379128e-06,6.424506715587533e-07,0.02453290752852695,9.01433405599924,17409.532498543875
BIH,Private Households,8.337024516086305e-07,8.337024516086305e-07,2.3893016445621438e-06,8.337024516086305e-07,0.04313050158667316,11.697820135936226,612.3280440761577
BIH,Others,3.5077927955068585e-06,3.5077927955068585e-06,1.0187024005551315e-05,3.5077927955068585e-06,0.18068235687092132,49.21843412694527,1052.4729219495482
BIH,Re-export & Re-import,0.0,0.0,0.0,0.0,,0.0,0.13427326222183428
MEX,Agriculture,1.7229149205259219e-06,1.7229149205259219e-06,4.991228895421886e-06,1.7229149205259219e-06,0.006323225205526118,24.174510715358025,32737.550017830647
MEX,Fishing,2.703622817626904e-09,2.703622817626904e-09,7.778316936863294e-09,2.703622817626904e-09,0.0011329728225592224,0.03793498912590368,239.77103843820825
MEX,Mining and Quarrying,4.002903533008172e-05,4.002903533008172e-05,0.00011574600707661735,4.002903533008172e-05,0.07023059284488263,561.654166426929,346070.3762202291
MEX,Food & Beverages,5.396332620919102e-07,5.396332620919102e-07,1.5614866964359173e-06,5.396332620919102e-07,0.0008406696247303789,7.571685590152283,5772.415944729912
MEX,Textiles and Wearing Apparel,1.3013972277203782e-06,1.3013972277203782e-06,3.7523357030507776e-06,1.3013972277203782e-06,0.006578750514108052,18.260124659469614,28538.94866772642
MEX,Wood and Paper,1.5009556276413723e-06,1.5009556276413723e-06,4.315175779687358e-06,1.5009556276413723e-06,0.013168192998982718,21.060162328048843,26190.087373746745
MEX,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00016211709407663866,0.00016211709407663866,0.00046522626367995895,0.00016211709407663866,0.02534052286017343,2274.6923723326377,245325.9096982252
MEX,Metal Products,7.618394091080829e-06,7.618394091080829e-06,2.1764470739718758e-05,7.618394091080829e-06,0.022753594027862086,106.89497629542576,82031.25718924841
MEX,Electrical and Machinery,2.096537524712065e-05,2.096537524712065e-05,5.9829940799400704e-05,2.096537524712065e-05,0.028513019928248614,294.1687268041711,228008.07054883067
MEX,Transport Equipment,3.943546626733481e-06,3.943546626733481e-06,1.1407521329485845e-05,3.943546626733481e-06,0.006270840165877824,55.3325698493469,51704.833002909116
MEX,Other Manufacturing,1.3739382965885228e-06,1.3739382965885228e-06,3.969088764207048e-06,1.3739382965885228e-06,0.015028867106225969,19.27796066852871,27251.24356903531
MEX,Recycling,5.513631856613965e-07,5.513631856613965e-07,1.5947176260531212e-06,5.513631856613965e-07,0.026954889007839728,7.736270132106517,9395.935210352778
MEX,"Electricity, Gas and Water",7.690810476329366e-05,7.690810476329366e-05,0.00022112476179089285,7.690810476329366e-05,0.007252499291285062,1079.110628475254,44670.9716097483
MEX,Construction,4.122722472769507e-07,4.122722472769507e-07,1.1929997709379813e-06,4.122722472769507e-07,0.0006818538340514478,5.784661645625019,19951.043184345363
MEX,Maintenance and Repair,2.9696611155419127e-08,2.9696611155419127e-08,8.559452469809368e-08,2.9696611155419127e-08,0.0133523136537327,0.41667817489639025,12449.710603054022
MEX,Wholesale Trade,3.8275659227789493e-07,3.8275659227789493e-07,1.1032190978733266e-06,3.8275659227789493e-07,0.013352318044371852,5.37052249717091,160462.81733004315
MEX,Retail Trade,8.513027273746526e-07,8.513027273746526e-07,2.4537093450328664e-06,8.513027273746526e-07,0.013352319641824323,11.94477258264734,356891.4812423939
MEX,Hotels and Restraurants,3.7941803162981584e-07,3.7941803162981584e-07,1.1000473898387912e-06,3.7941803162981584e-07,0.016245348215630413,5.323678587933521,162060.8320899323
MEX,Transport,2.7716049043440912e-05,2.7716049043440912e-05,7.986479334621954e-05,2.7716049043440912e-05,0.002071681474763044,388.88857285159844,41711.441981026604
MEX,Post and Telecommunications,3.241972365168185e-07,3.241972365168185e-07,9.36515776571342e-07,3.241972365168185e-07,0.007929864864092716,4.548866270003013,32779.285895456866
MEX,Finacial Intermediation and Business Activities,1.0428016223837823e-06,1.0428016223837823e-06,3.009367684327855e-06,1.0428016223837823e-06,0.007132397051085645,14.63172597438203,216227.8887198277
MEX,Public Administration,7.565974103145263e-09,7.565974103145263e-09,2.1915916291806198e-08,7.565974103145263e-09,0.0002498381728980557,0.10615946257681425,10974.94122670037
MEX,"Education, Health and Other Services",9.286181199849774e-08,9.286181199849774e-08,2.6897343887961035e-07,9.286181199849774e-08,0.0016508495473486365,1.302959793580516,102930.63436214221
MEX,Private Households,6.998468280714104e-14,6.998468280714104e-14,2.0105233141781035e-13,6.998468280714104e-14,2.3007740743545693e-05,9.819669237734186e-07,0.31839952260178017
MEX,Others,2.008553847169071e-11,2.008553847169071e-11,5.770183010066322e-11,2.008553847169071e-11,2.3007772691631526e-05,0.0002818235881661561,91.3806610325337
MEX,Re-export & Re-import,0.0,0.0,0.0,0.0,,0.0,0.019004681715124795
CUB,Agriculture,1.5576729973470727e-06,1.5576729973470727e-06,4.523221638583254e-06,1.5576729973470727e-06,0.2067261106222982,21.85597333726504,82837.42651357173
CUB,Fishing,3.9643961703446414e-07,3.9643961703446414e-07,1.1507093436895396e-06,3.9643961703446414e-07,0.26929993451060946,5.562511332287168,39068.41869919216
CUB,Mining and Quarrying,2.9620698454419197e-06,2.9620698454419197e-06,8.46590906465524e-06,2.9620698454419197e-06,0.025800537515028445,41.561303094651116,3199.5246572386777
CUB,Food & Beverages,2.8689504885105372e-05,2.8689504885105372e-05,8.32369097886403e-05,2.8689504885105372e-05,0.2555595909834976,402.5472964454842,281539.7790028799
CUB,Textiles and Wearing Apparel,3.405996437114403e-07,3.405996437114403e-07,9.863209437218936e-07,3.405996437114403e-07,0.02794805510382934,4.7790112201454225,4480.492453970399
CUB,Wood and Paper,9.79185804969039e-07,9.79185804969039e-07,2.8339033548352263e-06,9.79185804969039e-07,0.03298810066275767,13.739121678350086,15770.093474233958
CUB,"Petroleum, Chemical and Non-Metallic Mineral Products",4.243442893546253e-06,4.243442893546253e-06,1.226443294731734e-05,4.243442893546253e-06,0.027047412450542808,59.540465102438205,21583.48351917131
CUB,Metal Products,1.5926111389663466e-06,1.5926111389663466e-06,3.820365230793163e-06,1.5926111389663466e-06,0.04781088637602679,22.346196312809308,45936.938684518405
CUB,Electrical and Machinery,1.1356405564870453e-06,1.1356405564870453e-06,3.2718486103215783e-06,1.1356405564870453e-06,0.011912116966883109,15.93436476434425,14467.266056279534
CUB,Transport Equipment,2.8145751667470094e-07,2.8145751667470094e-07,8.117687419935387e-07,2.8145751667470094e-07,0.004997579188408091,3.9491780306213022,1829.3638619167818
CUB,Other Manufacturing,4.2863353829486235e-07,4.2863353829486235e-07,1.2408739516750064e-06,4.2863353829486235e-07,0.02473696767674035,6.014229687736386,4625.268742261557
CUB,Recycling,1.0202702683831043e-07,1.0202702683831043e-07,2.877093384113222e-07,1.0202702683831043e-07,0.009908062428120253,1.4315584734770121,278.18767798808955
CUB,"Electricity, Gas and Water",1.8962119375434714e-05,1.8962119375434714e-05,5.441464007243852e-05,1.8962119375434714e-05,0.01569650301834751,266.0607047778177,3972.3140188532047
CUB,Construction,5.12484895335531e-07,5.12484895335531e-07,1.474542143445417e-06,5.12484895335531e-07,0.005245897263030036,7.190762263505243,26383.50585879274
CUB,Maintenance and Repair,4.001354398245285e-08,4.001354398245285e-08,1.1487647555930287e-07,4.001354398245285e-08,0.024314328260356635,0.5614368047076778,5686.124492638742
CUB,Wholesale Trade,1.8806634699311383e-07,1.8806634699311383e-07,5.42885812775747e-07,1.8806634699311383e-07,0.021369806578097398,2.6387907298379387,90964.6419629214
CUB,Retail Trade,3.78291656462127e-08,3.78291656462127e-08,1.0893537055224367e-07,3.78291656462127e-08,0.006340599345864512,0.530787422740683,27153.93372863207
CUB,Hotels and Restraurants,6.735059548729999e-08,6.735059548729999e-08,1.950188926544245e-07,6.735059548729999e-08,0.009974421345515043,0.9450075989802662,27551.34664058165
CUB,Transport,7.582339507233707e-06,7.582339507233707e-06,2.1912834669689108e-05,7.582339507233707e-06,0.04941567602697145,106.38908833011405,122606.22210403942
CUB,Post and Telecommunications,5.700404431562348e-08,5.700404431562348e-08,1.6471936855003876e-07,5.700404431562348e-08,0.014110838837673225,0.7998333891647613,23744.449620541112
CUB,Finacial Intermediation and Business Activities,7.601519388774984e-07,7.601519388774984e-07,2.1888024149905485e-06,7.601519388774984e-07,0.009669161214399612,10.665820449267963,49765.04555504764
CUB,Public Administration,7.678482856282647e-09,7.678482856282647e-09,2.193155559718796e-08,7.678482856282647e-09,0.00031401532250879447,0.10773809192518685,1252.246003866696
CUB,"Education, Health and Other Services",8.751238067623878e-08,8.751238067623878e-08,2.526725216482662e-07,8.751238067623878e-08,0.002772316632522056,1.2279010177347847,13870.315960002723
CUB,Private Households,3.115270258048527e-08,3.115270258048527e-08,8.873419525189738e-08,3.115270258048527e-08,0.019916310358660864,0.4371088400084304,1760.906555254108
CUB,Others,3.4116218199591696e-08,3.4116218199591696e-08,9.781727620522752e-08,3.4116218199591696e-08,0.019478954170355743,0.4786904289979497,703.9148626449794
CUB,Re-export & Re-import,0.0,0.0,0.0,0.0,,0.0,0.1915223671977258
SRB,Agriculture,2.5412175330543214e-06,2.5412175330543214e-06,7.336638635489492e-06,2.5412175330543214e-06,0.01956740466690993,35.656253103969284,8993.316156744471
SRB,Fishing,2.2666975988326815e-06,2.2666975988326815e-06,6.5118145805766355e-06,2.2666975988326815e-06,0.017453597969066127,31.804417466377465,2555.9397937859817
SRB,Mining and Quarrying,1.5139605553979725e-06,1.5139605553979725e-06,4.348215233023239e-06,1.5139605553979725e-06,0.011657513948286843,21.24263666944489,184.18872038293213
SRB,Food & Beverages,8.890168838585283e-07,8.890168838585283e-07,2.562143663285916e-06,8.890168838585283e-07,0.006845440382770737,12.473946292375174,4494.6682372445875
SRB,Textiles and Wearing Apparel,4.410299275358534e-06,4.410299275358534e-06,1.263900820390498e-05,4.410299275358534e-06,0.03395935589953106,61.88165522273479,3793.6675662484136
SRB,Wood and Paper,1.6303094766807944e-06,1.6303094766807944e-06,4.665308572822208e-06,1.6303094766807944e-06,0.012553402000248726,22.87514806670724,4814.267327301388
SRB,"Petroleum, Chemical and Non-Metallic Mineral Products",1.8694316189956025e-06,1.8694316189956025e-06,5.367827281034807e-06,1.8694316189956025e-06,0.014394645287228777,26.230311297811035,6817.865399197752
SRB,Metal Products,3.019754124829431e-06,3.019754124829431e-06,8.607595306583084e-06,3.019754124829431e-06,0.023252142009302288,42.37068097718489,13178.2212401981
SRB,Electrical and Machinery,1.3812999161042513e-06,1.3812999161042513e-06,3.962596532910242e-06,1.3812999161042513e-06,0.010636025477242309,19.381252797318822,8200.407551030254
SRB,Transport Equipment,1.233348636806107e-06,1.233348636806107e-06,3.5271523746406035e-06,1.233348636806107e-06,0.009496798899683547,17.305323368573653,2225.1379693914537
