region,sector,CO2 shares,Sectoral CO2 share,Embodied CO2,Embodied value added
VEN,Textiles and Wearing Apparel,5.467339418123223e-08,0.00019264650131716862,0.4548859732956605,177.07295815068872
VEN,Wood and Paper,1.1842961621598511e-07,0.000502587621737127,0.985341628157642,506.60832271102413
VEN,"Petroleum, Chemical and Non-Metallic Mineral Products",9.506975436464523e-06,0.0017289215007378889,79.09861531879442,4701.369790881505
VEN,Metal Products,1.7707846396549527e-06,0.0022824088991334843,14.733036175444811,3217.2835842185605
VEN,Electrical and Machinery,4.829529930349907e-07,0.002824962457616163,4.018198350088655,1147.564724420211
VEN,Transport Equipment,9.303010361359503e-08,0.0003149666571900268,0.7740161345715915,98.45290763777295
VEN,Other Manufacturing,2.745965891393996e-08,0.00039503143692731606,0.22846603651547634,75.97916148428918
VEN,Recycling,1.023005000019507e-08,0.0003950312217238541,0.0851146397784723,28.305962192622776
VEN,"Electricity, Gas and Water",2.728687901832012e-06,0.0008259780395782582,22.702849724867274,1310.7280314459465
VEN,Construction,3.5921365511977625e-07,0.0004326473610506391,2.988679513633378,2251.842984796367
VEN,Maintenance and Repair,5.936316531473563e-10,0.0004247207011860045,0.004939051550849976,158.398736065918
VEN,Wholesale Trade,2.38594342293735e-08,0.0007391430612470379,0.19851194761634147,6085.823091944836
VEN,Retail Trade,7.964936606165035e-09,0.0002569137065660679,0.06626875822495272,2187.2631013579417
VEN,Hotels and Restraurants,1.266972123213455e-08,0.00028185089068207344,0.10541285318705497,1231.719395878636
VEN,Transport,1.0153847815042406e-05,0.0012916434758019216,84.48063295157728,1553.6533548683412
VEN,Post and Telecommunications,1.2354587912206424e-08,0.0006636189454758732,0.10279092475001264,873.4818007931633
VEN,Finacial Intermediation and Business Activities,4.0468009299099055e-07,0.002493185907469972,3.3669630490359337,14048.354632821049
VEN,Public Administration,4.988488673360241e-10,2.0108082438614015e-05,0.004150452993523491,199.25541266236277
VEN,"Education, Health and Other Services",1.3108243319018537e-08,0.0002596850727946509,0.10906138368879473,3809.00871073738
VEN,Private Households,2.3349985563516154e-10,5.0904285391606336e-05,0.0019427330365279828,66.90502941874996
VEN,Others,4.945497595696159e-10,3.075677302501743e-05,0.004114684154769068,9.149494082709161
VEN,Re-export & Re-import,0.0,,0.0,1.3977693067951822
NIC,Agriculture,6.331068508701012e-07,0.11318179656196534,5.26748760290166,22730.413385336058
NIC,Fishing,1.3807646147528369e-08,0.03632552634904089,0.11488045786805326,1484.9257637539988
NIC,Mining and Quarrying,5.789252461380274e-08,0.022101976983250282,0.48166933478098367,846.2161825600052
NIC,Food & Beverages,7.775555650874087e-07,0.09062998501214684,6.46930971294366,6285.570106529434
NIC,Textiles and Wearing Apparel,4.1464851562312315e-08,0.009902706510827296,0.3449900933159409,823.0891986843387
NIC,Wood and Paper,1.0915739407421395e-07,0.028088692059939958,0.9081961745647682,2327.625644931044
NIC,"Petroleum, Chemical and Non-Metallic Mineral Products",1.0485976212582821e-06,0.021914395965174197,8.724396147062796,2901.0715666616907
NIC,Metal Products,1.0842493383958783e-07,0.024666494788656346,0.9021020607509482,2401.103202263738
NIC,Electrical and Machinery,1.1587076856645033e-07,0.010660828072739756,0.9640518596878895,2190.9174380568197
NIC,Transport Equipment,5.196912001386841e-08,0.00927979796975846,0.43238624733019476,500.5652942059289
NIC,Other Manufacturing,4.3195648114722836e-08,0.021334810277029867,0.35939042616724015,702.6214403344522
NIC,Recycling,2.5271811576054626e-08,0.016709342448430736,0.21026301326037505,44.71854482103724
NIC,"Electricity, Gas and Water",3.92287830286034e-06,0.019015958553171976,32.638586677130206,1789.253375376768
NIC,Construction,8.053095229367681e-08,0.006836666420976689,0.6700224334546689,2926.045371513076
NIC,Maintenance and Repair,1.4551955617458624e-08,0.03883453814731022,0.12107315804211022,1087.4680379238691
NIC,Wholesale Trade,3.3873076375730514e-08,0.024417564192451335,0.2818260608554218,10298.5960494502
NIC,Retail Trade,7.201818343494184e-09,0.0061248475930697046,0.059919567748428715,2289.6946496503992
NIC,Hotels and Restraurants,2.3648645621678586e-08,0.021644849295127076,0.19675817354749367,3687.1567877263074
NIC,Transport,1.1888178491722103e-05,0.05367416842149636,98.91036993228916,7891.766657181031
NIC,Post and Telecommunications,2.749578316905572e-08,0.028722273875827625,0.22876659252071435,4159.961814531619
NIC,Finacial Intermediation and Business Activities,1.2587328339424865e-07,0.011255997847990211,1.0472733929580738,6184.88941752442
NIC,Public Administration,5.201784683436617e-09,0.0023713753773718428,0.04327916574478519,761.1972678840973
NIC,"Education, Health and Other Services",2.365189201765258e-08,0.008480632223568804,0.19678518375994616,4083.136074152778
NIC,Private Households,1.558870005811969e-08,0.04402057987623803,0.129698935003857,474.47141813804404
NIC,Others,8.914351346543187e-09,0.02201530242579345,0.07416794675542104,58.296080517452545
NIC,Re-export & Re-import,0.0,,0.0,0.04670386910663413
SOM,Agriculture,3.4535690467782856e-10,0.00041505650169822487,0.002873390505041624,9.783089273278007
SOM,Fishing,4.75427449650856e-10,0.0007919158003288073,0.003955585370262978,25.82587888874303
SOM,Mining and Quarrying,7.153373020854737e-11,8.854399157550345e-05,0.000595164997101171,0.08619669035883684
SOM,Food & Beverages,1.28827643750011e-10,0.0001301984888186532,0.0010718538512600095,0.2030093897207086
SOM,Textiles and Wearing Apparel,1.733735602486669e-10,0.0002684246417504353,0.0014424785927141283,0.24890023858343394
SOM,Wood and Paper,5.649197942439653e-11,7.388410878607109e-05,0.00047001671340694265,0.2620713669107213
SOM,"Petroleum, Chemical and Non-Metallic Mineral Products",1.75092692017503e-10,8.52796507714356e-05,0.0014567818738548284,0.35164978715950695
SOM,Metal Products,6.454532367229517e-11,8.357757603421583e-05,0.0005370210286017711,0.36238735502979774
SOM,Electrical and Machinery,5.943069226182382e-11,5.5848689461933256e-05,0.0004944669834022238,0.3764827175056275
SOM,Transport Equipment,4.659688227496202e-11,5.741140764458901e-05,0.0003876889017705336,0.10369074334689223
SOM,Other Manufacturing,6.646529569406203e-11,0.00010136362039700437,0.0005529953128930812,0.1222131034764642
SOM,Recycling,1.798778280304245e-10,0.00029547885623552183,0.0014965944972557934,0.015247861349292248
SOM,"Electricity, Gas and Water",7.259879939938414e-10,6.77006772597539e-05,0.0060402643771148,0.10886539706077467
SOM,Construction,3.699195218435464e-11,3.7574492435846585e-05,0.00030777529775648986,1.0381606813069795
SOM,Maintenance and Repair,4.392252449447476e-10,0.0007120739925768691,0.0036543808196803137,1.4092656387088813
SOM,Wholesale Trade,7.305061738937385e-11,7.225126525185433e-05,0.0006077855909377764,2.369805374628196
SOM,Retail Trade,5.045786034808351e-11,5.1389101716535075e-05,0.0004198124747618728,1.1450314088071478
SOM,Hotels and Restraurants,6.1841033746114e-11,6.651401668948143e-05,0.0005145211715219842,0.8973672047644699
SOM,Transport,2.8987178056356587e-09,7.997861290298151e-05,0.024117508892079524,2.1031336006193824
SOM,Post and Telecommunications,6.438588110408466e-11,6.891237177203958e-05,0.000535694456712256,1.7874146428372766
SOM,Finacial Intermediation and Business Activities,1.9265463230850199e-10,4.528071653030631e-05,0.0016028982879144778,2.036255710081263
SOM,Public Administration,4.409059274942806e-11,3.081962313537506e-05,0.0003668364200971973,0.33459015660688574
SOM,"Education, Health and Other Services",8.526157213067686e-11,2.77053536798621e-05,0.0007093814789478461,0.5954933309242201
SOM,Private Households,1.1542804016247105e-09,0.001873182919245165,0.00960368332371437,0.5215390811079157
SOM,Others,1.0679662503316345e-10,0.00016828207541026577,0.0008885544321954393,0.033716828347125444
SOM,Re-export & Re-import,0.0,,0.0,0.005040411817414419
SLV,Agriculture,3.2492836133919972e-06,0.09790934135540262,27.034237788346996,13332.804559071952
SLV,Fishing,2.2059948192519435e-09,0.016685464915103053,0.01835401140661336,368.600273986033
SLV,Mining and Quarrying,1.2460784712630203e-08,0.01222240832734544,0.10367448860488372,369.5616271489476
SLV,Food & Beverages,1.425594776134795e-07,0.008027175955103402,1.1861035463020337,1287.165691576786
SLV,Textiles and Wearing Apparel,1.05582310342425e-07,0.0055917405691078845,0.8784512599257105,1553.816094121992
SLV,Wood and Paper,9.83209710035472e-08,0.013215942981183474,0.8180364738664003,2138.2999265265425
SLV,"Petroleum, Chemical and Non-Metallic Mineral Products",1.0257450374295054e-06,0.01165141936732788,8.534261256172078,3192.8384492288587
SLV,Metal Products,1.3639372689487592e-07,0.015183824553965044,1.1348041243668732,2627.0749566779236
SLV,Electrical and Machinery,5.75416453660777e-07,0.024803643120003768,4.787499980450647,11032.412423346477
SLV,Transport Equipment,3.3940811739804984e-08,0.0029340980196675133,0.28238962321468214,342.99312440111265
SLV,Other Manufacturing,2.8905199880386617e-08,0.0077584151565474055,0.2404930254981095,553.7762778364624
SLV,Recycling,2.1101824515881707e-08,0.018144698611098225,0.17556846665495862,97.41199185751414
SLV,"Electricity, Gas and Water",8.693483282594419e-07,0.004358949268614294,7.23303109959468,601.4521790326689
SLV,Construction,8.429941315184536e-08,0.0046303409005926215,0.7013762575763667,3389.502146051811
SLV,Maintenance and Repair,3.0493365594160544e-09,0.023064241915913015,0.025370666107504318,785.1806003918098
SLV,Wholesale Trade,1.5043051959776173e-08,0.008877099215891094,0.12515910955477014,6060.173707208452
SLV,Retail Trade,1.7143753496496694e-09,0.0014165793478523325,0.014263707443046877,927.0066920758705
SLV,Hotels and Restraurants,1.0200864278974524e-08,0.00777091292298192,0.08487181279831932,3148.0123669258214
SLV,Transport,9.062597099762797e-06,0.025264028783816117,75.40136046148648,11650.304761426529
SLV,Post and Telecommunications,1.1132212930490981e-08,0.010262498434141815,0.09262069036787933,4362.700971836461
SLV,Finacial Intermediation and Business Activities,1.0187255062498236e-07,0.005630074992803879,0.847585832874152,7534.898265119215
SLV,Public Administration,3.8861339269515665e-09,0.0018897171362242038,0.0323328712290825,1350.327615163184
SLV,"Education, Health and Other Services",1.0718900017395727e-08,0.0038331866825774812,0.08918190172919012,5142.104939077215
SLV,Private Households,3.9713878529235665e-09,0.030038353719567205,0.03304218909152393,489.8324302696104
SLV,Others,1.4277829547495771e-09,0.010799310220472199,0.01187924124251942,78.61768248781117
SLV,Re-export & Re-import,0.0,,0.0,71.8987781528845
YEM,Agriculture,1.2233532256082435e-07,0.0024637861011954348,1.0178373430969772,1377.1332412631884
YEM,Fishing,2.0994179931255092e-07,0.06223845885004555,1.7467285714724134,7699.021836668335
YEM,Mining and Quarrying,1.0363715578999686e-05,0.032749367490487576,86.22674554437953,3003.8211102787564
YEM,Food & Beverages,2.8312233834686804e-08,0.0008369949694984716,0.23555951184180846,100.89053662837624
YEM,Textiles and Wearing Apparel,1.6700750092255148e-08,0.0021143786962499376,0.138951259095066,102.26636583939033
YEM,Wood and Paper,3.9682100094281824e-08,0.0023311959572248457,0.3301574923987346,371.17768270125435
YEM,"Petroleum, Chemical and Non-Metallic Mineral Products",2.0872340015891047e-06,0.003445145559463602,17.3659141622229,888.9577989995121
YEM,Metal Products,9.54754995713248e-08,0.004303040755428972,0.7943619780478144,707.0498386875562
YEM,Electrical and Machinery,1.1470833801553868e-07,0.0022010728989518696,0.9543803666251528,851.9076569561294
YEM,Transport Equipment,3.1878331203199894e-08,0.0010449155469768117,0.2652296593904678,106.81231212751668
YEM,Other Manufacturing,1.7384167113490866e-08,0.002173712834115628,0.14463733038307,125.22259683388285
YEM,Recycling,1.182233391367485e-08,0.0019263844606138524,0.09836253902806573,7.405330088113347
YEM,"Electricity, Gas and Water",1.1079603774080282e-06,0.002207730647581467,9.218297897870134,488.80260402777475
YEM,Construction,7.506921711367293e-08,0.002258939342102124,0.6245804637279742,1626.7006222165553
YEM,Maintenance and Repair,7.936985764867747e-09,0.002853250728954035,0.06603620552105798,158.4638389846492
YEM,Wholesale Trade,4.2217831011200367e-08,0.0017735776649168194,0.35125492824357823,1922.948375856114
YEM,Retail Trade,6.49078916066587e-09,0.00037659316818542115,0.05400376159232395,365.97173446991957
YEM,Hotels and Restraurants,8.955386386265361e-09,0.000418070969926346,0.07450936078801926,225.9523086902727
YEM,Transport,3.213225655449101e-06,0.004117865437155394,26.734233379629693,3629.428946192644
YEM,Post and Telecommunications,2.473045245744933e-08,0.0012088899513070755,0.20575887238423057,1074.0660817076514
YEM,Finacial Intermediation and Business Activities,1.0006788091665716e-07,0.0025715424712579454,0.8325708708612299,3320.9156628072237
YEM,Public Administration,4.703465010111499e-09,0.00014149862952041832,0.039133115677700024,58.41176625506484
YEM,"Education, Health and Other Services",6.564270505922441e-09,0.0002982812246615126,0.054615130865380425,288.08686724625613
YEM,Private Households,6.211890640735021e-09,0.002862167803818616,0.05168330890067428,35.451096634877764
YEM,Others,1.1258838124384462e-08,0.0032715817824389157,0.09367421970203874,13.148487183621999
YEM,Re-export & Re-import,0.0,,0.0,0.004222555863117897
ALB,Agriculture,3.9848737128764446e-06,0.41126266674562006,33.15439226863158,119527.73641228005
ALB,Fishing,3.522542245389287e-07,0.18548714350493953,2.930776626849752,7828.113917338964
ALB,Mining and Quarrying,4.4209521659867694e-07,0.1716079793878441,3.678259158837402,6788.863146976931
ALB,Food & Beverages,1.030248388076502e-06,0.14963723187078098,8.571729408146696,3721.2235733321427
ALB,Textiles and Wearing Apparel,3.222125589716708e-06,0.7263601193086885,26.808281375409287,21954.08933408125
ALB,Wood and Paper,9.080891873501286e-07,0.21512976678392293,7.555357409451374,9542.704682024576
ALB,"Petroleum, Chemical and Non-Metallic Mineral Products",1.3439685300558281e-05,0.18112749224003927,111.81900118486564,9725.821823321148
ALB,Metal Products,3.228016545505973e-06,0.2008307309956311,26.857294486776745,10972.326738727004
ALB,Electrical and Machinery,1.0338182570661052e-06,0.10719148861482787,8.601430935812804,12133.433362266827
ALB,Transport Equipment,2.0517646669497008e-07,0.03985638170494583,1.7070807135281938,1006.4174800697575
ALB,Other Manufacturing,9.6045432355298e-07,0.2888699580170327,7.991038535620977,5107.018648770525
ALB,Recycling,2.7422841086004675e-07,0.13140501485742995,2.2815970994208934,71.39379002720513
ALB,"Electricity, Gas and Water",8.406943969827084e-07,0.042563379105644845,6.9946286442000565,3867.419290324566
ALB,Construction,2.753819329044357e-07,0.009592901408191109,2.291194473166166,6644.26415204555
ALB,Maintenance and Repair,1.2446493616264912e-07,0.06233440487652406,1.0355558581172553,1186.790967884629
ALB,Wholesale Trade,3.7983841855733494e-07,0.08711641980422341,3.160278803027911,31455.73551364958
ALB,Retail Trade,4.2861732458201974e-08,0.011007535475227537,0.35661222754449406,3433.7896839617547
ALB,Hotels and Restraurants,1.6815659409605944e-07,0.04822510939599921,1.3990731162201517,7732.3175903357205
ALB,Transport,3.911144429046011e-05,0.12902715311197135,325.40960131522553,30908.067446513403
ALB,Post and Telecommunications,1.7247692179771172e-07,0.05552746566356172,1.435018506129691,7970.356893881984
ALB,Finacial Intermediation and Business Activities,5.139810548107704e-07,0.051075558174654236,4.276353715997846,30470.145740253476
ALB,Public Administration,2.7227581644956346e-08,0.005352138266616378,0.22653513948663143,1677.1406950886412
ALB,"Education, Health and Other Services",1.2877890939698166e-07,0.01738573425645073,1.0714483784712305,7565.36749022602
ALB,Private Households,1.203778072167396e-07,0.06053864249644614,1.00155069607478,337.53986048961
ALB,Others,1.9357207009625568e-07,0.0953395766809639,1.6105314262493176,644.2981854395864
ALB,Re-export & Re-import,0.0,,0.0,0.3349918860717036
KHM,Agriculture,6.911794429295135e-07,0.04409856024871608,5.7506551098097205,26458.29827658492
KHM,Fishing,6.120735167746772e-07,0.04120476755137648,5.092488980721109,3723.9632769907516
KHM,Mining and Quarrying,5.221481785406846e-07,0.03464484888138436,4.344304683420744,672.5985606680839
KHM,Food & Beverages,2.2730060757512458e-07,0.01387748974257639,1.8911549146695976,1631.909528788528
KHM,Textiles and Wearing Apparel,1.8535349138608502e-06,0.10278082988675376,15.421523502532217,53973.60554092066
KHM,Wood and Paper,4.593965579548972e-07,0.029244193933648525,3.8222073738696825,5152.914703690672
KHM,"Petroleum, Chemical and Non-Metallic Mineral Products",9.180494768764224e-07,0.04059976053679148,7.638227625638355,7347.460463624764
KHM,Metal Products,5.338711887058041e-07,0.033898849617151866,4.441840842804567,3983.4877173611335
KHM,Electrical and Machinery,2.993736101145132e-07,0.017402043487144643,2.490806690445474,5464.311263137367
KHM,Transport Equipment,2.3300906885085323e-07,0.014529218904414604,1.9386496605568353,1293.5552470446078
KHM,Other Manufacturing,5.225901508882743e-07,0.034313648573286025,4.347981920301934,1993.053375541601
KHM,Recycling,8.005843257841338e-07,0.05322749812305288,6.660910406118086,412.0974036933187
KHM,"Electricity, Gas and Water",9.850142264490366e-07,0.020881716653298656,8.195378425255168,1578.1273833863847
KHM,Construction,2.5706209995613724e-07,0.015491031382168088,2.1387723459853136,25022.662991616115
KHM,Maintenance and Repair,7.464820821925905e-07,0.050057276100715545,6.21077644055452,2559.7238649585797
KHM,Wholesale Trade,8.910676614244469e-07,0.053286479789828686,7.413737275862907,31373.267559938275
KHM,Retail Trade,1.264159923409486e-07,0.007712627597292646,1.0517887644862718,4627.761661437921
KHM,Hotels and Restraurants,6.191522140548723e-07,0.03762174795320081,5.151384173715588,12168.679131966896
KHM,Transport,6.13262248130694e-06,0.0779725719253593,51.02379298086012,34300.914115684805
KHM,Post and Telecommunications,7.790629179920449e-07,0.047683458866524524,6.481850981021012,17322.780721243096
KHM,Finacial Intermediation and Business Activities,6.001810566376585e-07,0.020340048745794877,4.99354298723888,14096.080921859511
KHM,Public Administration,1.469537794199129e-07,0.008904084807005204,1.2226644052739195,1885.9474907173512
KHM,"Education, Health and Other Services",3.8352880068035246e-07,0.018270946416429967,3.190983007312304,8251.013234088441
KHM,Private Households,7.060901436075151e-07,0.04738436077294735,5.874713048630012,637.1538071334364
KHM,Others,5.730568143956509e-07,0.038156524825925214,4.767867637885898,200.37784542760144
KHM,Re-export & Re-import,0.0,,0.0,0.1840212230940759
RWA,Agriculture,1.1672601134738253e-07,0.10217384777288245,0.9711675317736363,31216.358319266594
RWA,Fishing,1.5355587116068967e-08,0.04103204313649369,0.1277594211119436,3585.096808169177
RWA,Mining and Quarrying,5.828282535986653e-08,0.029736519255915025,0.48491666078680523,368.3135538518379
RWA,Food & Beverages,3.084536909724538e-09,0.0033340134470341252,0.02566353516841071,59.77486028918542
RWA,Textiles and Wearing Apparel,5.177524000862215e-09,0.011645696632451592,0.043077315386472116,88.16432864080642
RWA,Wood and Paper,4.211598912987761e-09,0.00698993617794365,0.03504075975811686,169.099837023195
RWA,"Petroleum, Chemical and Non-Metallic Mineral Products",3.89712770435678e-08,0.005805024847164768,0.32424340127438966,233.4188880995259
RWA,Metal Products,5.464628217969548e-09,0.009130203580703442,0.04546603997897216,257.54752166555687
RWA,Electrical and Machinery,3.999545773298271e-09,0.003980352660584991,0.03327646470596943,332.9369963298976
RWA,Transport Equipment,2.4305057845277504e-09,0.0036449157852220916,0.020221956327254313,75.65496551280529
RWA,Other Manufacturing,3.1929169664290995e-09,0.006965270702540629,0.02656526384866186,68.91480624717914
RWA,Recycling,7.321118309723224e-09,0.019529591285116037,0.06091215074176452,7.765043613327278
RWA,"Electricity, Gas and Water",5.1105670469737925e-08,0.003783827796134039,0.42520229447423114,212.90653051897206
RWA,Construction,2.534928229023738e-09,0.0028403606862699156,0.021090757432614904,901.857123300992
RWA,Maintenance and Repair,1.336206441196227e-08,0.03341441207525483,0.11117319065881658,227.0442471689415
RWA,Wholesale Trade,5.691702478149571e-09,0.0063621393292643035,0.04735531166951299,1043.473557810626
RWA,Retail Trade,3.2367142306353575e-09,0.003486527534903804,0.02692965975739419,539.8085986465512
RWA,Hotels and Restraurants,5.263285419738536e-09,0.005719435201570149,0.04379085562082185,455.14521807519037
RWA,Transport,4.56077549992217e-07,0.011690986722984237,3.794593025243819,1090.007978018763
RWA,Post and Telecommunications,6.362645970097113e-09,0.007443043157723523,0.05293760243326648,784.3999892630089
RWA,Finacial Intermediation and Business Activities,1.2508900693085079e-08,0.002603022575270831,0.10407481649613806,1143.1095548624596
RWA,Public Administration,2.2855725359869313e-09,0.001669174411113278,0.01901610286209624,442.9037457680305
RWA,"Education, Health and Other Services",5.6338404132789485e-09,0.0018878275674124375,0.04687389576165252,743.5850735626808
RWA,Private Households,1.5127410688813488e-08,0.03784911274326657,0.12586097932413037,144.64114133064808
RWA,Others,5.310363020612968e-09,0.012720814675672962,0.04418254413065178,23.458072718968243
RWA,Re-export & Re-import,0.0,,0.0,0.03472582629764752
MOZ,Agriculture,6.713399854666424e-07,0.20591784925781859,5.585589614008585,77631.64692374539
MOZ,Fishing,1.0118006756586911e-07,0.12665034586343243,0.8418243315982057,8901.936184876009
MOZ,Mining and Quarrying,3.646734751619971e-07,0.0776278717167787,3.0341055492969424,7126.58018623584
MOZ,Food & Beverages,3.162133398771958e-07,0.046893666062954614,2.630914268872775,2107.5561019671886
MOZ,Textiles and Wearing Apparel,1.238672078353292e-07,0.07237121324497531,1.0305827219874948,1200.298283031889
MOZ,Wood and Paper,8.292356922180395e-08,0.028347781319457616,0.689929152186399,1184.4836946522173
MOZ,"Petroleum, Chemical and Non-Metallic Mineral Products",9.185546748279205e-07,0.019741295540837284,7.642430903399242,1275.8976979703004
MOZ,Metal Products,3.5549074924280313e-06,0.03345594131170698,29.577047097329388,1840.52173616333
MOZ,Electrical and Machinery,6.5363276056976e-08,0.008434931611307319,0.5438264423169262,1405.9765756307604
MOZ,Transport Equipment,1.9258906053289546e-08,0.004182920802639085,0.1602352726743195,220.94940605284125
MOZ,Other Manufacturing,2.2565380228584198e-08,0.011529273378286147,0.18774533942488858,233.42973930814614
MOZ,Recycling,3.839883778646419e-08,0.022920603946085548,0.31948067175082906,75.06635315966692
MOZ,"Electricity, Gas and Water",3.10871295212965e-08,0.01351181017564126,0.25864681315354365,3598.8301048515227
MOZ,Construction,5.7390193641897256e-08,0.005593140292687555,0.47748991046512107,708.427149471806
MOZ,Maintenance and Repair,2.9356743530619664e-08,0.036480832089061756,0.24424989620090265,783.3492593652143
MOZ,Wholesale Trade,2.2561805421421498e-08,0.018351834865913807,0.18771559681132122,6568.929179244652
MOZ,Retail Trade,8.579202210330816e-09,0.006667714643149548,0.07137948550643027,1844.8832968984052
MOZ,Hotels and Restraurants,1.9628118297215666e-08,0.016049242490844096,0.1633071410564852,2200.286948524762
