region,sector,CO2 shares,CO2 shares without russia,CO2 shares without china,CO2 shares without india,Sectoral CO2 share,Embodied CO2,Embodied value added
URY,Agriculture,1.7712726914163282e-06,2.0646308292127285e-06,1.7712726914163282e-06,1.7712726914163282e-06,0.055492333970396476,21.60960272541591,48789.192980776395
URY,Fishing,1.275130920547878e-07,1.484320729113998e-07,1.275130920547878e-07,1.275130920547878e-07,0.04044969108515958,1.5556651863638344,754.4716830895047
URY,Mining and Quarrying,7.253673769960527e-08,8.438934375213642e-08,7.253673769960527e-08,7.253673769960527e-08,0.020505527476833298,0.8849513077700011,1425.2551422520273
URY,Food & Beverages,3.1446609575643805e-06,3.666606335145556e-06,3.1446609575643805e-06,3.1446609575643805e-06,0.04872005670805305,38.36499841521004,51683.69775760391
URY,Textiles and Wearing Apparel,1.149198226815821e-06,1.340205435948711e-06,1.149198226815821e-06,1.149198226815821e-06,0.045208586257509745,14.020267604523951,18847.776070859614
URY,Wood and Paper,1.9356615994808273e-07,2.2536100670040778e-07,1.9356615994808273e-07,1.9356615994808273e-07,0.016811612535295395,2.3615154447041693,6062.368349902731
URY,"Petroleum, Chemical and Non-Metallic Mineral Products",2.058528563717853e-06,2.397260762148967e-06,2.058528563717853e-06,2.058528563717853e-06,0.02383237922278332,25.114136674965586,18700.171686673824
URY,Metal Products,1.3169251348221855e-07,1.5321438558603754e-07,1.3169251348221855e-07,1.3169251348221855e-07,0.016871127120850374,1.606654306845702,2644.7010163373834
URY,Electrical and Machinery,3.006314223143371e-07,3.4993082357175553e-07,3.006314223143371e-07,3.006314223143371e-07,0.02180139480744939,3.667716232781114,3896.8685134627335
URY,Transport Equipment,4.883332184644639e-08,5.674630752261135e-08,4.883332184644639e-08,4.883332184644639e-08,0.006628644180484516,0.5957686187891692,867.5702076301743
URY,Other Manufacturing,1.1241526220774821e-07,1.3109756486152082e-07,1.1241526220774821e-07,1.1241526220774821e-07,0.035215496053772805,1.3714710153637872,3640.1906115824418
URY,Recycling,4.1880141561236246e-08,4.8840206082186944e-08,4.1880141561236246e-08,4.1880141561236246e-08,0.03521547192600154,0.51093952140076,1356.1478238703196
URY,"Electricity, Gas and Water",1.0470662683831034e-06,1.2191932583447634e-06,1.0470662683831034e-06,1.0470662683831034e-06,0.012392999558854687,12.774253335803449,7266.994688321651
URY,Construction,1.1921838155220395e-07,1.3871478929768288e-07,1.1921838155220395e-07,1.1921838155220395e-07,0.006323823830277234,1.4544693628456353,13481.064403146704
URY,Maintenance and Repair,2.918520835541992e-09,3.397114673829782e-09,2.918520835541992e-09,2.918520835541992e-09,0.008431086273070524,0.0356060792375687,481.30204963626755
URY,Wholesale Trade,9.224052538102472e-08,1.0746446489066342e-07,9.224052538102472e-08,9.224052538102472e-08,0.01668539853793322,1.125338361691637,15748.096275064821
URY,Retail Trade,4.075470245615402e-08,4.7358089444812204e-08,4.075470245615402e-08,4.075470245615402e-08,0.004408042456324608,0.497209116099345,6630.930106199984
URY,Hotels and Restraurants,4.4137588158538755e-08,5.136820358635108e-08,4.4137588158538755e-08,4.4137588158538755e-08,0.004874379176259753,0.5384804666080969,2045.6502064176357
URY,Transport,5.063508882479079e-06,5.896342215347605e-06,5.063508882479079e-06,5.063508882479079e-06,0.022617448328959698,61.775025312163464,23658.077126575132
URY,Post and Telecommunications,1.0474841489589783e-07,1.2194208656846924e-07,1.0474841489589783e-07,1.0474841489589783e-07,0.01445989494741695,1.2779351496733204,4920.340753232303
URY,Finacial Intermediation and Business Activities,2.1636803091023423e-07,2.521520254403312e-07,2.1636803091023423e-07,2.1636803091023423e-07,0.012236459660223598,2.639699247388041,29369.583382678866
URY,Public Administration,6.256695570412694e-09,7.247479637915462e-09,6.256695570412694e-09,6.256695570412694e-09,0.0007216445665517285,0.07633195402700908,2227.197192857269
URY,"Education, Health and Other Services",7.003941082948323e-08,8.143691193464213e-08,7.003941082948323e-08,7.003941082948323e-08,0.003614022056063165,0.8544838129566013,16784.09667188631
URY,Private Households,2.543857811040288e-09,2.9614940128963995e-09,2.543857811040288e-09,2.543857811040288e-09,0.0008454663070211711,0.031035174286219457,662.9461951951334
URY,Others,2.8821528790259415e-09,3.3553284469594803e-09,2.8821528790259415e-09,2.8821528790259415e-09,0.0008454669868263898,0.03516238860988864,0.0007831416969585089
URY,Re-export & Re-import,0.0,0.0,0.0,0.0,,0.0,0.017090655817289423
BRN,Agriculture,6.128966728326076e-08,7.098136976672555e-08,6.128966728326076e-08,6.128966728326076e-08,0.009611504020902504,0.7477365668101312,162.85444067896574
BRN,Fishing,1.1994996082092657e-07,1.3943807843404425e-07,1.1994996082092657e-07,1.1994996082092657e-07,0.01900685830407587,1.4633946612685476,36.75888382291665
BRN,Mining and Quarrying,4.731665541683765e-06,5.516732403644325e-06,4.731665541683765e-06,4.731665541683765e-06,0.0318809967687083,57.726522336640514,16897.534026354006
BRN,Food & Beverages,8.8652942060939e-08,1.0259465621377789e-07,8.8652942060939e-08,8.8652942060939e-08,0.005876243855071056,1.0815696914766684,210.0992227942105
BRN,Textiles and Wearing Apparel,1.6104282911820436e-07,1.8711254558754902e-07,1.6104282911820436e-07,1.6104282911820436e-07,0.015165917260019837,1.96472941511831,433.8074138973334
BRN,Wood and Paper,8.890900162702982e-08,1.0327243587055103e-07,8.890900162702982e-08,8.890900162702982e-08,0.007162019805467139,1.0846936291538425,476.05372685355627
