region,sector,0
LSO,Electrical and Machinery,4.341808600094164e-07
LSO,Transport Equipment,1.0972912856171636e-07
LSO,Other Manufacturing,1.3236452947242224e-07
LSO,Recycling,8.531818384739934e-09
LSO,"Electricity, Gas and Water",5.201088836434435e-07
LSO,Construction,6.388357743748331e-07
LSO,Maintenance and Repair,2.1017158218814624e-07
LSO,Wholesale Trade,1.3073321140158558e-06
LSO,Retail Trade,8.01467935346702e-07
LSO,Hotels and Restraurants,6.248398594674288e-07
LSO,Transport,7.097925342130076e-07
LSO,Post and Telecommunications,6.095839430427965e-07
LSO,Finacial Intermediation and Business Activities,1.3142700260330512e-06
LSO,Public Administration,3.049537520315062e-07
LSO,"Education, Health and Other Services",7.408851189160421e-07
LSO,Private Households,9.579835289788251e-08
LSO,Others,1.6011842171608178e-08
LSO,Re-export & Re-import,6.482139002032947e-11
JOR,Agriculture,2.8987576173393248e-06
JOR,Fishing,1.1005882487773649e-07
JOR,Mining and Quarrying,2.2488867822494206e-06
JOR,Food & Beverages,4.6456228622295824e-07
JOR,Textiles and Wearing Apparel,1.4261587536387835e-06
JOR,Wood and Paper,1.2733021652661903e-06
JOR,"Petroleum, Chemical and Non-Metallic Mineral Products",6.837397707758606e-06
JOR,Metal Products,1.974521715038665e-06
JOR,Electrical and Machinery,8.795439130337272e-06
JOR,Transport Equipment,5.085682434961345e-07
JOR,Other Manufacturing,4.2566683995465647e-07
JOR,Recycling,5.6353419423846366e-08
JOR,"Electricity, Gas and Water",5.303292965544101e-07
JOR,Construction,1.3207663461105755e-06
JOR,Maintenance and Repair,3.176421452962056e-07
JOR,Wholesale Trade,3.916765073830917e-06
JOR,Retail Trade,6.268563512800892e-07
JOR,Hotels and Restraurants,7.970077954263851e-07
JOR,Transport,4.903643468408764e-06
JOR,Post and Telecommunications,1.9407244451618946e-06
JOR,Finacial Intermediation and Business Activities,7.485533189458125e-06
JOR,Public Administration,4.79857233398144e-07
JOR,"Education, Health and Other Services",2.450735181518097e-06
JOR,Private Households,3.2935391934310774e-07
JOR,Others,6.763496401431605e-08
JOR,Re-export & Re-import,2.0683019798127578e-11
ZMB,Agriculture,1.319640492720549e-05
ZMB,Fishing,3.7826445464692386e-07
ZMB,Mining and Quarrying,1.1859371021567147e-05
ZMB,Food & Beverages,1.065914576432954e-06
ZMB,Textiles and Wearing Apparel,4.505555946660379e-07
ZMB,Wood and Paper,5.178753455467877e-07
ZMB,"Petroleum, Chemical and Non-Metallic Mineral Products",5.241756581346845e-07
ZMB,Metal Products,1.322442215870388e-06
ZMB,Electrical and Machinery,6.431753011899828e-07
ZMB,Transport Equipment,6.791672820275432e-08
ZMB,Other Manufacturing,1.0905262300576136e-07
ZMB,Recycling,8.909295322169696e-09
ZMB,"Electricity, Gas and Water",4.757802986493932e-06
ZMB,Construction,4.926987648539299e-06
ZMB,Maintenance and Repair,3.2845562870144705e-06
ZMB,Wholesale Trade,2.5375098492395453e-05
ZMB,Retail Trade,6.963914050975952e-06
ZMB,Hotels and Restraurants,1.617614977195462e-05
ZMB,Transport,7.7291519328167e-06
ZMB,Post and Telecommunications,4.019098735936071e-06
ZMB,Finacial Intermediation and Business Activities,1.1693926137104849e-05
ZMB,Public Administration,8.858274111346455e-07
ZMB,"Education, Health and Other Services",4.182367003886343e-06
ZMB,Private Households,5.01163334926988e-07
ZMB,Others,1.325909418507936e-07
ZMB,Re-export & Re-import,1.1083414554014647e-11
CMR,Agriculture,8.453341869537287e-05
CMR,Fishing,1.1966244922996828e-06
CMR,Mining and Quarrying,3.414337886712302e-05
CMR,Food & Beverages,4.989592300537934e-06
CMR,Textiles and Wearing Apparel,1.4342707076795382e-06
CMR,Wood and Paper,5.547553527473167e-05
CMR,"Petroleum, Chemical and Non-Metallic Mineral Products",8.7369410065402e-06
CMR,Metal Products,1.1297282382106546e-05
CMR,Electrical and Machinery,6.623162328640262e-06
CMR,Transport Equipment,1.0458558987314317e-06
CMR,Other Manufacturing,1.453005135289121e-06
CMR,Recycling,2.1567944283827444e-07
CMR,"Electricity, Gas and Water",3.3096014685635796e-06
CMR,Construction,7.983670584429138e-06
CMR,Maintenance and Repair,1.1885610266159687e-06
CMR,Wholesale Trade,3.225436439833637e-05
CMR,Retail Trade,2.891101746855035e-06
CMR,Hotels and Restraurants,1.044120575031818e-05
CMR,Transport,4.0052652641501635e-05
CMR,Post and Telecommunications,1.0694503663013527e-05
CMR,Finacial Intermediation and Business Activities,2.9702630356006573e-05
CMR,Public Administration,4.611508665890848e-07
CMR,"Education, Health and Other Services",6.009355802358505e-06
CMR,Private Households,1.8596365066875658e-07
CMR,Others,1.9857198530540693e-07
CMR,Re-export & Re-import,7.589850965042561e-11
NPL,Agriculture,1.2413351684959481e-06
NPL,Fishing,1.7039651468890635e-07
NPL,Mining and Quarrying,5.959804405471024e-08
NPL,Food & Beverages,2.3298390040444457e-08
NPL,Textiles and Wearing Apparel,6.540104582454536e-07
NPL,Wood and Paper,3.9042058039614763e-07
NPL,"Petroleum, Chemical and Non-Metallic Mineral Products",5.78297270741383e-07
NPL,Metal Products,3.871251138508851e-07
NPL,Electrical and Machinery,2.18743735310799e-07
NPL,Transport Equipment,2.0578946757764024e-08
NPL,Other Manufacturing,1.8284073179514312e-07
NPL,Recycling,1.7709001401377996e-09
NPL,"Electricity, Gas and Water",2.55622122262488e-07
NPL,Construction,5.271621352837946e-07
NPL,Maintenance and Repair,1.1610935335423813e-07
NPL,Wholesale Trade,1.9591468932244516e-06
NPL,Retail Trade,2.396672998373023e-07
NPL,Hotels and Restraurants,3.1262082974719703e-07
NPL,Transport,1.470583327847773e-06
NPL,Post and Telecommunications,6.403869214291316e-07
NPL,Finacial Intermediation and Business Activities,2.4935046422210977e-06
NPL,Public Administration,8.376850943894434e-08
NPL,"Education, Health and Other Services",4.108998099988016e-07
NPL,Private Households,2.717475223357323e-08
NPL,Others,2.843779655302806e-08
NPL,Re-export & Re-import,7.377113599800498e-12
TZA,Agriculture,1.6649827817534017e-05
TZA,Fishing,3.4038060940318787e-06
TZA,Mining and Quarrying,3.009054690390152e-07
TZA,Food & Beverages,1.6256074055156432e-06
TZA,Textiles and Wearing Apparel,6.645617098147386e-07
TZA,Wood and Paper,5.294752806772544e-07
TZA,"Petroleum, Chemical and Non-Metallic Mineral Products",7.042600984924165e-07
TZA,Metal Products,5.353848517520426e-07
TZA,Electrical and Machinery,4.841646540290314e-07
TZA,Transport Equipment,9.034173664548916e-08
TZA,Other Manufacturing,7.459033517889398e-07
TZA,Recycling,1.0031651106995041e-08
TZA,"Electricity, Gas and Water",3.72045628671547e-07
TZA,Construction,1.2002865626508001e-06
TZA,Maintenance and Repair,1.0380780746237275e-07
TZA,Wholesale Trade,1.2064543005488683e-06
TZA,Retail Trade,2.819282218696558e-07
TZA,Hotels and Restraurants,4.42492658137311e-07
TZA,Transport,2.8707823419005293e-06
TZA,Post and Telecommunications,7.813198373280499e-07
TZA,Finacial Intermediation and Business Activities,1.918800352006323e-06
TZA,Public Administration,5.329289040939059e-08
TZA,"Education, Health and Other Services",2.791830627265667e-07
TZA,Private Households,2.8170848863763634e-08
TZA,Others,2.3487072593862453e-08
TZA,Re-export & Re-import,1.4112099960827343e-10
HTI,Agriculture,3.084553466151342e-06
HTI,Fishing,9.730810253862933e-07
HTI,Mining and Quarrying,7.22958016519177e-08
HTI,Food & Beverages,2.0520158656972227e-07
HTI,Textiles and Wearing Apparel,1.8586091623477941e-07
HTI,Wood and Paper,1.992845666942846e-07
HTI,"Petroleum, Chemical and Non-Metallic Mineral Products",1.2529481249602893e-06
HTI,Metal Products,2.532781123485183e-07
HTI,Electrical and Machinery,2.415890455026502e-07
HTI,Transport Equipment,4.623647061490352e-08
HTI,Other Manufacturing,9.406747026085515e-08
HTI,Recycling,2.251037055457839e-08
HTI,"Electricity, Gas and Water",5.47843494900784e-08
HTI,Construction,1.7353892137151242e-06
HTI,Maintenance and Repair,5.77375981781409e-07
HTI,Wholesale Trade,1.6598903787605568e-06
HTI,Retail Trade,6.236898338980933e-07
HTI,Hotels and Restraurants,5.644360864767977e-07
HTI,Transport,1.5315391887711915e-06
